persona_id,community,population,social_vulnerability_score,access_to_resources,question_id,option1,option2,priority_choice,ordered_pair
P031,Community 1,5000,0.7,0,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P031,Community 1,5000,0.7,0,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P031,Community 1,5000,0.7,0,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P032,Community 1,5000,0.7,0,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P032,Community 1,5000,0.7,0,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water School in Community 3']"
P032,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P032,Community 1,5000,0.7,0,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P032,Community 1,5000,0.7,0,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P032,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P032,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P032,Community 1,5000,0.7,0,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P032,Community 1,5000,0.7,0,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P032,Community 1,5000,0.7,0,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P033,Community 2,12000,0.4,1,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 1']"
P033,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P033,Community 2,12000,0.4,1,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P033,Community 2,12000,0.4,1,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P033,Community 2,12000,0.4,1,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Residential in Community 3']"
P033,Community 2,12000,0.4,1,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 1']"
P033,Community 2,12000,0.4,1,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P033,Community 2,12000,0.4,1,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P033,Community 2,12000,0.4,1,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P033,Community 2,12000,0.4,1,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P034,Community 2,12000,0.4,1,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 1']"
P034,Community 2,12000,0.4,1,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P034,Community 2,12000,0.4,1,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P034,Community 2,12000,0.4,1,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 3']"
P034,Community 2,12000,0.4,1,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P034,Community 2,12000,0.4,1,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 1']"
P034,Community 2,12000,0.4,1,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P034,Community 2,12000,0.4,1,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P034,Community 2,12000,0.4,1,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 2']"
P034,Community 2,12000,0.4,1,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 2']"
P035,Community 3,20000,0.2,2,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P035,Community 3,20000,0.2,2,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P035,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 3']"
P035,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P035,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P035,Community 3,20000,0.2,2,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P035,Community 3,20000,0.2,2,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P035,Community 3,20000,0.2,2,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P035,Community 3,20000,0.2,2,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P035,Community 3,20000,0.2,2,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P036,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P036,Community 1,5000,0.7,0,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P036,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P036,Community 1,5000,0.7,0,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
P036,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P036,Community 1,5000,0.7,0,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P036,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P036,Community 1,5000,0.7,0,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 3']"
P036,Community 1,5000,0.7,0,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P036,Community 1,5000,0.7,0,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P037,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 3']"
P037,Community 3,20000,0.2,2,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 2']"
P037,Community 3,20000,0.2,2,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P037,Community 3,20000,0.2,2,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 3']"
P037,Community 3,20000,0.2,2,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 3']"
P037,Community 3,20000,0.2,2,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 3']"
P037,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P037,Community 3,20000,0.2,2,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 1']"
P037,Community 3,20000,0.2,2,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P037,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P038,Community 2,12000,0.4,1,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 1']"
P038,Community 2,12000,0.4,1,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 2']"
P038,Community 2,12000,0.4,1,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P038,Community 2,12000,0.4,1,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 2']"
P038,Community 2,12000,0.4,1,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P038,Community 2,12000,0.4,1,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P038,Community 2,12000,0.4,1,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Residential in Community 2']"
P038,Community 2,12000,0.4,1,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 3']"
P038,Community 2,12000,0.4,1,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P038,Community 2,12000,0.4,1,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P039,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P039,Community 2,12000,0.4,1,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P039,Community 2,12000,0.4,1,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P039,Community 2,12000,0.4,1,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P039,Community 2,12000,0.4,1,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 3']"
P039,Community 2,12000,0.4,1,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 2']"
P039,Community 2,12000,0.4,1,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 2']"
P039,Community 2,12000,0.4,1,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P039,Community 2,12000,0.4,1,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 2']"
P039,Community 2,12000,0.4,1,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P040,Community 1,5000,0.7,0,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P040,Community 1,5000,0.7,0,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P040,Community 1,5000,0.7,0,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P040,Community 1,5000,0.7,0,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P040,Community 1,5000,0.7,0,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 2']"
P040,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P040,Community 1,5000,0.7,0,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P040,Community 1,5000,0.7,0,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P040,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P040,Community 1,5000,0.7,0,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P041,Community 2,12000,0.4,1,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P041,Community 2,12000,0.4,1,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P041,Community 2,12000,0.4,1,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P041,Community 2,12000,0.4,1,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 3']"
P041,Community 2,12000,0.4,1,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P041,Community 2,12000,0.4,1,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water School in Community 3']"
P041,Community 2,12000,0.4,1,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P041,Community 2,12000,0.4,1,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P041,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P041,Community 2,12000,0.4,1,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 2']"
P042,Community 2,12000,0.4,1,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 2']"
P042,Community 2,12000,0.4,1,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P042,Community 2,12000,0.4,1,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P042,Community 2,12000,0.4,1,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water School in Community 3']"
P042,Community 2,12000,0.4,1,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P042,Community 2,12000,0.4,1,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 1']"
P042,Community 2,12000,0.4,1,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P042,Community 2,12000,0.4,1,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
P042,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P042,Community 2,12000,0.4,1,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Commercial in Community 2']"
P043,Community 3,20000,0.2,2,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P043,Community 3,20000,0.2,2,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Residential in Community 3']"
P043,Community 3,20000,0.2,2,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P043,Community 3,20000,0.2,2,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P043,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 1']"
P043,Community 3,20000,0.2,2,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P043,Community 3,20000,0.2,2,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P043,Community 3,20000,0.2,2,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P043,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P043,Community 3,20000,0.2,2,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P044,Community 3,20000,0.2,2,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P044,Community 3,20000,0.2,2,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P044,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P044,Community 3,20000,0.2,2,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P044,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P044,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P044,Community 3,20000,0.2,2,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P044,Community 3,20000,0.2,2,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P044,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P044,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P045,Community 3,20000,0.2,2,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 2']"
P045,Community 3,20000,0.2,2,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P045,Community 3,20000,0.2,2,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P045,Community 3,20000,0.2,2,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P045,Community 3,20000,0.2,2,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 3']"
P045,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 3']"
P045,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P045,Community 3,20000,0.2,2,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P045,Community 3,20000,0.2,2,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 2']"
P045,Community 3,20000,0.2,2,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P046,Community 2,12000,0.4,1,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P046,Community 2,12000,0.4,1,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water School in Community 3']"
P046,Community 2,12000,0.4,1,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
